gvkey,lpermno,lpermco,liid,linktype,linkprim,linkdt,linkenddt,cik,conm,identity_status,readable_language_filings_in_interval,first_archived_filing,last_archived_filing,cover_name_contexts,explicit_cik_review_count,audit_status
012825,10026,7976.0,1,LU,P,1986-02-04,,785956,J & J SNACK FOODS CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-01-21,2024-11-26,60,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
001279,10137,20045.0,1,LU,P,1962-01-31,2011-02-28,3673,ALLEGHENY ENERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,5,2010-03-01,2011-02-23,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
012180,10143,8092.0,1,LC,P,1986-04-03,2010-06-08,729922,OSI PHARMACEUTICALS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,2,2010-02-24,2010-05-06,2,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
012589,10693,8596.0,1,LC,P,1986-09-24,,785161,ENCOMPASS HEALTH CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-23,2024-11-01,47,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
013323,11343,9188.0,1,LU,P,1987-05-19,2022-07-29,812128,SANDERSON FARMS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,50,2010-02-23,2022-05-27,50,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
013431,11478,9309.0,1,LC,P,1987-07-01,2013-12-16,1705873,BERRY CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,0,,,0,0,NO_READABLE_LANGUAGE_EVIDENCE
023002,11644,9465.0,2,LC,P,1987-08-28,2018-08-13,,COMSTOCK RESOURCES INC -OLD,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,0,,,0,0,NO_READABLE_LANGUAGE_EVIDENCE
034010,11644,9465.0,1,LC,P,2018-08-14,,23194,COMSTOCK RESOURCES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,25,2018-11-09,2024-10-31,25,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
014027,11809,9616.0,1,LU,P,1987-11-24,,822818,CLEAN HARBORS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-01,2024-10-30,43,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
014418,11891,9764.0,1,LU,P,1988-05-02,,789570,MGM RESORTS INTERNATIONAL,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-10-30,42,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
014623,12067,9903.0,1,LU,P,1988-08-11,,836106,NOVELLUS SYSTEMS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,10,2010-02-24,2012-05-07,10,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
006081,12503,21265.0,1,LC,P,1962-01-31,2007-02-13,808450,NAVISTAR INTERNATIONAL CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,0,,,0,0,NO_READABLE_LANGUAGE_EVIDENCE
006081,12503,21265.0,1,LC,P,2008-06-30,2021-07-30,808450,NAVISTAR INTERNATIONAL CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,46,2010-03-09,2021-06-08,38,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
006335,12650,21033.0,1,LC,P,1963-01-31,2021-12-31,54480,KANSAS CITY SOUTHERN,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,48,2010-02-12,2021-10-19,39,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010156,14656,21686.0,1,LU,P,1962-01-31,,95304,SUNOCO INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,11,2010-02-24,2012-08-02,11,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010609,14816,21763.0,1,LC,P,1962-01-31,,98677,TOOTSIE ROLL INDUSTRIES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-01,2024-11-08,60,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010332,15560,21711.0,1,LU,P,1965-01-29,2015-10-08,96289,RS LEGACY CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,20,2010-02-22,2014-12-11,20,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
001860,15721,403.0,1,LC,P,1972-12-14,2017-10-05,8411,ATWOOD OCEANICS,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,31,2010-02-04,2017-08-03,31,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
005234,16432,20834.0,1,LU,P,1962-01-31,,42582,GOODYEAR TIRE & RUBBER CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-18,2024-11-05,38,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
003619,17726,20537.0,1,LU,P,1962-01-31,,1219601,CROWN HOLDINGS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-01,2024-11-01,40,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010801,17929,21794.0,1,LU,P,1962-01-31,,884614,UGI CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-05,2024-11-26,38,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
004510,19166,20681.0,1,LU,P,1962-01-31,,37785,FMC CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-22,2024-10-30,42,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
137611,19675,37957.0,1,LC,P,2000-07-12,2018-05-31,1734107,SOHU COM LIMITED,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,0,,,0,0,NO_READABLE_LANGUAGE_EVIDENCE
003708,19828,20550.0,3,LC,P,2008-09-30,,30697,WENDY'S CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-04,2024-10-31,41,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
002255,20220,20306.0,1,LC,P,1962-01-31,2010-03-12,12355,BLACK & DECKER CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,1,2010-02-19,2010-02-19,1,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
001045,21020,20010.0,1,LC,P,1962-01-31,2012-01-04,6201,AMERICAN AIRLINES GROUP INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,8,2010-02-17,2011-10-19,8,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
001045,21020,20010.0,4,LC,P,2013-12-09,,6201,AMERICAN AIRLINES GROUP INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,44,2014-02-28,2024-10-24,22,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
011446,21186,21913.0,1,LC,P,1962-01-31,2015-07-01,1159297,MEADWESTVACO CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,22,2010-02-23,2015-05-11,22,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
029830,21186,21913.0,1,LC,P,2015-07-02,2024-07-31,1732845,WESTROCK CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,23,2018-11-16,2024-05-03,4,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
011296,21231,21887.0,1,LU,P,1962-01-31,2018-07-06,1103601,WGL HOLDINGS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,34,2010-02-05,2018-05-04,34,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
005870,21928,20965.0,1,LU,P,1962-01-31,,1057877,IDACORP INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-23,2024-10-31,55,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
003814,22859,20549.0,1,LC,P,1962-01-31,2011-11-25,787250,DPL INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,8,2010-02-12,2011-10-27,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
002950,22905,899.0,1,LC,P,1972-12-14,2010-03-10,19520,CHATTEM INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,1,2010-01-28,2010-01-28,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
009445,23085,21570.0,1,LU,P,1962-01-31,2019-01-31,754737,SCANA CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,36,2010-03-01,2018-11-05,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
003439,23229,20361.0,1,LC,P,1987-05-27,,811156,CMS ENERGY CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-01,2024-10-31,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
003026,23393,1103.0,1,LU,P,1976-12-30,,313927,CHURCH & DWIGHT INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-24,2024-11-01,42,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
008694,23501,21432.0,1,LC,P,1962-01-31,2016-03-23,1135971,PEPCO HOLDINGS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,25,2010-02-26,2016-02-19,17,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
003062,23660,6304.0,1,LC,P,1983-08-19,,723254,CINTAS CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-01-08,2024-10-04,52,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
006867,23835,21132.0,1,LC,P,1962-01-31,,67716,MDU RESOURCES GROUP INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-17,2024-11-07,31,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
135484,23887,925.0,1,LC,P,2000-08-31,2020-04-23,20520,FRONTIER COMMUNIC PARENT INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,41,2010-02-26,2020-03-31,38,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
006338,24053,21035.0,1,LC,P,1962-01-31,,1711269,EVERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,26,2018-08-08,2024-11-07,4,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
001794,24272,20222.0,1,LC,P,1962-01-31,,1674862,ASHLAND INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,33,2016-11-21,2024-11-18,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
006334,24432,21032.0,1,LC,P,1962-01-31,2018-06-04,1143068,GREAT PLAINS ENERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,34,2010-02-25,2018-05-02,34,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
008113,24440,21328.0,1,LU,P,1962-01-31,,1021635,OGE ENERGY CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-18,2024-11-05,46,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
008606,24459,21411.0,1,LU,P,1962-01-31,,78814,PITNEY BOWES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-11-08,28,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
011555,25099,21932.0,1,LC,P,1962-01-31,2015-06-30,916863,INTEGRYS HOLDING INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,22,2010-02-26,2015-05-05,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
008151,25232,21332.0,1,LC,P,1962-01-31,,1039684,ONEOK INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-23,2024-10-30,40,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
005496,25304,20884.0,1,LU,P,1962-01-31,,2104052,ENVIRI CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,0,,,0,0,NO_READABLE_LANGUAGE_EVIDENCE
007733,25590,21255.0,1,LU,P,1962-01-31,,70145,NATIONAL FUEL GAS CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-05,2024-11-22,37,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
141400,26382,20745.0,1,LC,P,2000-12-01,2011-06-01,37748,MASSEY ENERGY CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,6,2010-03-01,2011-05-10,6,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
004351,26470,20649.0,1,LU,P,1962-01-31,2018-11-30,277595,ENERGEN CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,36,2010-02-25,2018-11-08,17,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
005301,26657,20844.0,1,LC,P,1962-01-31,2010-12-10,43300,GREAT ATLANTIC & PAC TEA CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,4,2010-01-12,2010-10-21,4,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
001919,27684,20239.0,1,LU,P,1962-01-31,,8858,AVNET INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-01-29,2024-11-01,34,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
001075,27991,21409.0,1,LU,P,1962-01-31,,764622,PINNACLE WEST CAPITAL CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-19,2024-11-06,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
001773,29209,20217.0,1,LU,P,1966-04-29,,7536,ARROW ELECTRONICS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-03,2024-10-31,57,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
002435,29946,20340.0,1,LU,P,1962-07-02,,14693,BROWN FORMAN CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-11,2024-12-05,59,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
003246,30680,20484.0,1,LU,C,1962-07-02,,22444,COMMERCIAL METALS,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-01-08,2024-10-17,40,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
005581,32707,20902.0,1,LU,P,1962-07-02,,46765,HELMERICH & PAYNE,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-03,2024-11-13,42,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
005667,32803,20922.0,1,LC,P,1965-11-30,,1915657,HF SINCLAIR CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,11,2022-05-09,2024-10-31,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
005764,32942,20945.0,1,LC,P,1962-07-02,,48898,HUBBELL INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-19,2024-10-30,43,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
004383,32986,6748.0,1,LU,P,1983-12-28,,731802,ATMOS ENERGY CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-03,2024-11-18,39,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
007085,34032,21161.0,1,LU,P,1962-07-02,,62996,MASCO CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-16,2024-10-29,53,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
008304,35051,21360.0,1,LC,P,1962-07-02,2015-08-28,75829,PALL CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,22,2010-03-12,2015-05-21,22,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010277,37161,21700.0,1,LC,P,1962-07-02,2016-06-30,350563,TECO ENERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,26,2010-02-26,2016-05-05,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
004844,37234,1807.0,1,LC,P,1972-12-14,2014-12-16,,FOREST OIL CORP -OLD,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,0,,,0,0,NO_READABLE_LANGUAGE_EVIDENCE
010466,37284,21732.0,1,LC,P,1966-01-31,2018-09-28,50104,ANDEAVOR,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,35,2010-03-01,2018-08-07,35,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
011096,37807,21856.0,1,LC,P,1963-12-31,2017-05-31,102741,VALSPAR CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,30,2010-03-10,2017-05-31,30,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
007824,38658,21269.0,1,LC,P,1962-11-19,2013-12-19,741508,NV ENERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,16,2010-02-22,2013-11-07,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
005116,38659,5242.0,1,LU,P,1981-12-22,,355811,GENTEX CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-23,2024-11-01,49,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
007974,38762,21244.0,1,LU,P,1962-12-19,,1111711,NISOURCE INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-10-30,43,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
005824,38973,20953.0,1,LC,P,1963-03-25,2010-02-26,1084230,PEPSIAMERICAS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,1,2010-02-22,2010-02-22,1,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
006078,40272,20991.0,1,LC,P,1964-03-02,,51253,INTL FLAVORS & FRAGRANCES,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-25,2024-11-05,38,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
005526,41187,20890.0,1,LU,P,1964-10-13,,354707,HAWAIIAN ELECTRIC INDS,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-11-08,27,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
011343,42059,21900.0,1,LU,P,1965-06-04,,105418,WEIS MARKETS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-11,2024-11-07,60,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
001239,42083,8127.0,1,LC,P,1965-06-11,2011-05-10,1368457,ALBERTO-CULVER CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,6,2010-02-04,2011-05-04,6,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
004145,42200,20616.0,1,LU,P,1965-07-06,,31791,REVVITY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-03-01,2024-11-06,43,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
004462,42550,20672.0,1,LU,P,1965-10-14,,1282637,NEWMARKET CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-19,2024-10-24,45,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
007260,42796,21189.0,1,LU,P,1965-12-09,2021-12-31,65011,MEREDITH CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,48,2010-01-21,2021-11-12,38,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
005783,42877,6606.0,1,LU,P,1983-11-22,,728535,HUNT (JB) TRANSPRT SVCS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-10-25,60,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010405,43123,21722.0,1,LU,P,1966-05-02,,1018963,ATI INC -NEW,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-25,2024-10-29,38,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010016,43350,21664.0,1,LC,P,1966-06-15,,93556,STANLEY BLACK & DECKER INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-22,2024-10-29,39,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
006830,43721,21123.0,1,LC,P,1966-08-22,2011-09-16,60751,LUBRIZOL CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,7,2010-02-26,2011-08-05,7,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
002154,43772,20292.0,1,LU,P,1966-09-13,2019-06-28,11199,BEMIS CO INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,38,2010-03-01,2019-04-26,38,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
007970,44206,21299.0,1,LC,P,1967-02-20,,72741,EVERSOURCE ENERGY,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-26,2024-11-06,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010407,44329,21723.0,1,LU,P,1967-04-24,,96943,TELEFLEX INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-25,2024-10-31,43,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010190,44951,21692.0,1,LC,P,1967-09-13,2018-10-31,95521,SUPERVALU INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,36,2010-01-14,2018-10-15,36,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
009258,45495,21532.0,1,LC,P,1967-12-29,2019-04-30,85408,ROWAN COMPANIES LTD,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,37,2010-03-01,2019-02-27,37,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
001327,45911,20058.0,1,LU,P,1968-03-13,,4127,SKYWORKS SOLUTIONS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-09,2024-11-15,60,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
007866,47466,21280.0,1,LU,P,1969-01-14,,71691,NEW YORK TIMES CO  -CL A,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-22,2024-11-04,41,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
003036,47677,20448.0,1,LC,P,1969-02-06,2021-09-30,716133,CINCINNATI BELL INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,47,2010-02-26,2021-07-29,0,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
004988,47941,20782.0,1,LC,P,1969-03-10,,39899,TEGNA INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-24,2024-11-07,58,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
006529,48267,5995.0,1,LC,P,1983-05-13,2014-05-06,703360,LSI CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,18,2010-02-26,2014-05-01,18,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
007904,48274,21293.0,1,LC,P,1969-05-02,2011-12-30,72020,NICOR INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,8,2010-02-24,2011-11-01,8,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
006565,48486,7013.0,1,LC,P,1984-05-04,,707549,LAM RESEARCH CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-05,2024-10-28,48,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
006573,48523,2600.0,1,LU,P,1972-12-14,,57515,MARZETTI CO (THE),CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-02-05,2024-10-31,58,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
006574,48531,2689.0,1,LU,P,1972-12-14,2018-03-29,57528,SNYDERS-LANCE INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,33,2010-02-23,2018-02-28,33,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
008577,49971,21404.0,1,LC,P,1970-02-04,2016-10-03,78460,PIEDMONT NATURAL GAS CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,27,2010-03-11,2016-09-07,27,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010565,50606,21752.0,1,LC,P,1970-05-19,2017-07-31,98222,TIDEWATER INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,30,2010-02-02,2017-06-13,30,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
010565,50606,21752.0,2,LC,P,2017-08-01,,98222,TIDEWATER INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,29,2017-08-09,2024-11-07,24,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
007772,51377,21261.0,1,LC,P,1970-10-20,2011-09-30,70530,NATIONAL SEMICONDUCTOR CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,7,2010-01-07,2011-07-27,7,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
005918,51633,20976.0,1,LU,P,1970-12-08,2019-02-28,1096385,VECTREN CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,36,2010-02-26,2018-11-06,36,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
007146,52090,2801.0,1,LC,P,1972-12-14,,63754,MCCORMICK & CO INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED,60,2010-01-28,2024-10-01,50,0,EVIDENCE_AVAILABLE_NOT_VERIFIED
