gvkey,lpermno,lpermco,liid,linktype,linkprim,linkdt,linkenddt,cik,conm,identity_status
155393,89901,44613.0,1,LC,C,2020-09-01,2020-09-01,1255474.0,WHITING PETROLEUM CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
155393,89901,44613.0,5,LC,P,2020-09-02,2022-07-29,1255474.0,WHITING PETROLEUM CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
157153,89952,44705.0,1,LC,P,2003-12-12,,1227654.0,COMPASS MINERALS INTL INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
002940,90011,25268.0,3,LC,P,2004-01-06,2022-01-31,19411.0,MAGELLAN HEALTH INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
157635,90022,44878.0,1,LC,P,2004-02-12,2011-05-31,1140486.0,ATHEROS COMMUNICATIONS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
014555,90044,9809.0,1,LC,C,2004-02-24,2011-11-04,1651347.0,ACELITY HOLDINGS INC -REDH,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
157415,90052,44911.0,1,LC,P,2004-02-03,2015-05-29,1267097.0,TRW AUTOMOTIVE HOLDINGS CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
158736,90180,45193.0,1,LC,P,2004-05-11,2011-02-17,1279228.0,ATLAS ENERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
264385,90188,45197.0,1,LC,P,2004-05-13,2023-09-29,1142596.0,NUVASIVE INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
160549,90227,45301.0,1,LC,P,2004-06-08,2014-02-28,1570585.0,LIBERTY GLOBAL LTD,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
160272,90275,45416.0,1,LC,P,2004-07-23,2015-01-30,1182129.0,AUXILIUM PHARMA INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
024363,90277,13691.0,1,LC,C,2004-07-23,2011-07-29,740761.0,BUCYRUS INTERNATIONAL INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
160912,90374,45685.0,1,LC,P,2004-10-28,2016-08-22,1297401.0,DREAMWORKS ANIMATION SKG INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
161797,90439,45868.0,1,LC,P,2004-11-11,2011-12-01,1298341.0,NALCO HOLDING CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
160913,90444,45871.0,1,LC,P,2004-11-11,,1296445.0,ORMAT TECHNOLOGIES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
162459,90494,46014.0,1,LC,P,2004-12-10,2021-04-30,1725526.0,HIGHPOINT RESOURCES CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
162254,90520,46091.0,1,LC,P,2005-01-21,,1306830.0,CELANESE CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
160341,90533,46102.0,1,LC,P,2005-01-28,,1288403.0,W&T OFFSHORE INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
162354,90550,46149.0,1,LC,P,2005-02-17,,1308547.0,DOLBY LABORATORIES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
162401,90558,46156.0,1,LC,P,2005-02-11,,1307954.0,HUNTSMAN CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
158473,90565,46163.0,1,LC,P,2005-02-10,2011-01-12,1169264.0,SYNIVERSE HOLDINGS INC-OLD,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
163720,90725,46850.0,1,LC,P,2005-06-16,2010-07-30,1318310.0,EV3 INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
114484,90733,16283.0,4,LC,P,2005-06-29,2014-03-31,1065049.0,LEAP WIRELESS INTL INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
011721,90756,7765.0,1,LC,P,1985-10-02,,775158.0,OSHKOSH CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
163983,90775,46889.0,1,LC,P,2005-06-28,,1320695.0,TREEHOUSE FOODS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
163669,90786,46996.0,1,LC,P,2005-07-26,2016-10-31,1317630.0,ITC HOLDINGS CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
164296,90805,47011.0,1,LC,P,2005-07-21,2022-04-08,1437107.0,WARNER BROS DISCOVERY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
163627,90807,47012.0,1,LC,P,2005-07-21,2016-02-26,1320947.0,DIAMOND FOODS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
163946,90829,47183.0,1,LC,P,2005-08-11,,1324404.0,CF INDUSTRIES HOLDINGS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
163948,90831,47184.0,1,LC,P,2005-08-05,2015-06-30,1316656.0,DRESSER-RAND GROUP INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
160549,90866,45301.0,5,LC,P,2014-03-01,,1570585.0,LIBERTY GLOBAL LTD,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
164652,90988,48786.0,1,LC,P,2005-11-22,,1332349.0,BROOKDALE SENIOR LIVING INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
062640,91024,50000.0,7,LC,P,2005-12-08,2021-11-18,1006269.0,LORAL SPACE & COMMUNICATIONS,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
164665,91067,50183.0,1,LC,P,2006-01-19,2010-05-28,1335793.0,CNX GAS CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
165914,91068,50184.0,1,LC,P,2006-01-26,,1058090.0,CHIPOTLE MEXICAN GRILL INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
140033,91071,50187.0,5,LC,P,2006-01-11,2010-12-05,1010775.0,GENON ENERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
165845,91099,50300.0,1,LC,P,2006-02-09,2016-05-31,1328571.0,NTELOS HOLDINGS CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
166061,91100,50301.0,1,LC,P,2006-02-13,2015-07-20,1340282.0,ROSETTA RESOURCES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
007422,91109,16277.0,4,LC,P,2006-02-09,2017-12-22,316300.0,EXCO RESOURCES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
148281,91116,50316.0,1,LC,P,2006-03-03,2010-11-10,1022345.0,MARINER ENERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
164543,91195,50606.0,2,LC,P,2006-04-21,,1340041.0,COMPLETE PRODUCTION SERVICES,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
012428,91204,21430.0,4,LC,P,2006-04-10,,784977.0,PORTLAND GENERAL ELECTRIC CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
164471,91212,50692.0,1,LC,P,2006-05-18,2010-10-19,1618756.0,RESTAURANT BRANDS INTL INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
032280,91275,41998.0,1,LC,P,2006-05-10,2011-09-25,1507934.0,STARZ,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
116104,91302,50841.0,3,LC,P,2006-06-28,2011-02-28,1051251.0,J CREW GROUP INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
116104,91302,50841.0,3,LC,C,2011-03-01,2011-03-04,1051251.0,J CREW GROUP INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
166639,91350,50856.0,1,LC,P,2006-06-01,2016-05-31,1354513.0,CTC MEDIA INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
174490,91391,50964.0,1,LC,P,2006-07-18,2020-09-30,1282266.0,WINDSTREAM HOLDINGS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
174729,91392,50965.0,1,LC,P,2006-08-01,,1361658.0,TRAVEL PLUS LEISURE CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
008214,91531,51337.0,6,LC,P,2006-11-01,,1370946.0,OWENS CORNING,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
174310,91579,51426.0,1,LC,P,2006-11-16,,1357615.0,KBR INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
011535,91624,21926.0,2,LC,P,2006-12-22,2012-03-30,107681.0,WINN-DIXIE STORES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
176360,91830,51817.0,1,LC,P,2007-02-08,2010-04-30,1371011.0,SWITCH & DATA FACILITIES CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
176928,91849,51962.0,1,LC,P,2007-04-02,,1383312.0,BROADRIDGE FINANCIAL SOLUTNS,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
176760,91854,51966.0,1,LC,P,2007-03-07,2021-11-30,1381531.0,DOMTAR CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
174579,91892,51985.0,1,LC,P,2007-03-08,2008-11-28,,CLEARWIRE CORP-OLD,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
181904,91892,51985.0,1,LC,P,2008-12-01,2013-07-31,1442505.0,CLEARWIRE CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
177108,91915,52115.0,1,LC,P,2007-04-24,,1385280.0,CINEMARK HOLDINGS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
160256,91937,52120.0,1,LC,P,2007-04-19,2013-04-30,,METROPCS COMMUNICATIONS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
017874,91937,52120.0,1,LC,P,2013-05-01,,1283699.0,T-MOBILE US INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
158743,91977,45679.0,1,LC,P,2007-05-23,,1278027.0,B&G FOODS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
177429,92021,52279.0,1,LC,P,2007-05-11,2016-03-03,1324245.0,SOLERA HOLDINGS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
177286,92104,52383.0,1,LC,P,2007-06-06,2009-12-31,1391672.0,STARENT NETWORKS CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
177881,92220,52669.0,1,LC,P,2007-08-08,,937556.0,MASIMO CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
164408,92227,52675.0,2,LC,P,2007-08-01,2016-01-29,1331301.0,BOULDER BRANDS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
177884,92239,52684.0,1,LC,P,2007-08-03,2021-01-29,1358071.0,CONCHO RESOURCES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
178083,92257,52705.0,1,LC,P,2007-08-14,2023-11-30,1124610.0,VMWARE INC -CL A,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
178507,92402,52840.0,1,LC,P,2007-11-15,,1408198.0,MSCI INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
176899,92421,52847.0,2,LC,P,2007-11-06,2016-01-06,1349436.0,SANDRIDGE ENERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
178767,92454,52872.0,1,LC,P,2007-11-02,2017-02-28,1292653.0,INTELIQUENT INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
063605,92530,31726.0,2,LC,P,2008-02-07,2018-03-29,916457.0,CALPINE CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
179437,92614,52985.0,1,LC,P,2008-04-23,,1410636.0,AMERICAN WATER WORKS CO INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
164046,92619,52991.0,1,LC,P,2008-04-08,,1273441.0,GRAN TIERRA ENERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
179843,92621,52993.0,1,LC,P,2008-04-22,,1421461.0,INTREPID POTASH INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
179925,92765,53068.0,1,LC,P,2008-08-08,2016-11-03,1107694.0,RACKSPACE HOSTING INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
065706,92923,53144.0,3,LC,P,2009-05-12,2012-06-30,1043533.0,ABOVENET INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
174236,93035,53214.0,1,LC,P,2009-09-25,,1320414.0,SELECT MEDICAL HOLDINGS CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
002812,93056,53233.0,2,LC,P,2009-10-23,2013-11-04,18169.0,DOLE FOOD CO INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
178201,93071,53239.0,1,LC,P,2009-10-28,2019-12-31,1360530.0,VITAMIN SHOPPE INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
